Country/Region,Lat,Long,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20
Burundi ,-3.3731,29.9189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,10,10,10,10,10,10,10,10,10,10,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,22,41,41,41,41,41,41,41,41,41,41,41,41,62,62,62,62,62,62,62,82,82,82,82,82,84,84,84,84,84,103,103,103,103,103
Australian Capital Territory | Australia ,-35.4735,149.0124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,5,8,18,31,38,38,52,61,70,76,77,79,83,86,90,92,95,95,95,98,99,102,102,102,101,102,102,102,102,102,102,103,103,103,103,104,105,105,105,105,105,105,105,105,105,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107
Trinidad and Tobago ,10.6918,-61.2225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,6,8,8,48,49,50,56,59,64,65,73,77,81,86,89,93,97,102,103,104,106,106,108,108,111,112,112,112,113,113,113,113,113,113,114,114,114,114,114,114,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,122,122,122,122,122,122,122
Cambodia ,11.55,104.9167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,4,6,6,6,32,34,36,50,52,83,86,90,95,95,98,98,102,106,108,108,109,113,113,113,113,114,116,118,118,119,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,122,122,123,123,123,123,123,123,123,124,124,124,124,124,124,124,124,125,125,125,125,125,125,127,127,127,127,127,128,128,128
Brunei ,4.5353,114.7277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,36,39,49,53,55,67,74,77,82,87,90,103,108,113,114,119,125,126,128,130,132,133,134,134,134,134,134,134,135,135,135,135,135,135,135,135,136,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,138,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140
Eritrea ,15.1794,39.7823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,5,11,11,14,14,21,21,28,28,30,30,32,32,33,33,33,33,33,34,34,34,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,40,40,40,64,95,108,120,130,141,141,142
Bermuda | United Kingdom ,32.3078,-64.7505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,5,6,14,16,16,21,26,31,31,34,34,34,36,38,38,38,47,47,47,56,56,56,80,80,82,82,85,85,85,98,98,98,108,108,109,109,110,113,113,113,114,114,114,117,117,117,117,117,118,120,120,121,121,122,122,124,124,124,124,127,127,132,132,138,138,139,139,139,139,140,140,140,140,140,140,140,140,140,140,140,140,141,141,143,143,143,143,145,145
Guizhou | China ,26.8154,106.8748,108,126,132,134,139,142,143,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,146,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146
Gansu | China ,37.8099,101.0583,82,85,86,89,89,89,89,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,101,118,119,123,123,124,126,126,126,128,132,132,132,132,133,133,133,135,135,135,135,135,135,135,137,137,137,137,137,137,137,137,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,148,149,150,150,150
Liaoning | China ,41.2956,122.6085,107,110,115,116,118,118,120,120,120,120,120,120,120,120,120,120,120,120,120,120,121,121,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,125,125,126,126,126,126,127,127,131,133,135,138,139,140,140,140,141,141,143,143,143,143,144,144,144,144,144,144,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,146,146,146,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,150,150,151,151,151,152,152,152
Jilin | China ,43.6661,126.1923,79,80,82,83,85,87,88,88,88,89,90,90,90,90,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,93,94,94,96,97,97,97,97,97,97,97,97,97,97,97,97,97,97,98,99,99,101,101,101,101,103,103,105,105,107,108,108,109,109,109,110,110,111,111,111,111,111,111,112,112,123,126,126,132,133,137,139,143,145,150,150,150,150,153,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154
New Brunswick | Canada ,46.5653,-66.4619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,10,10,10,16,16,16,17,17,32,44,50,65,67,69,80,90,90,90,97,102,104,104,107,111,111,113,115,115,116,116,116,116,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,118,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,120,120,120,120,120,121,122,125,127,128,131,131,132,134,135,135,135,136,145,146,150,152,153,156,156,159,162,163,163,163,163
Hainan | China ,19.1959,109.7453,137,143,156,156,158,161,161,162,162,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,169,169,169,169,169,169,170,170,170,170,170,170,170,170,170
Guadeloupe | France ,16.25,-61.5833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,17,26,32,44,52,57,61,61,72,72,72,101,105,105,113,124,127,129,133,134,134,138,140,140,142,142,142,142,144,144,144,144,147,147,147,147,147,147,148,148,148,148,148,148,150,151,151,151,151,151,151,152,153,153,153,153,154,154,154,154,154,154,154,154,154,154,155,155,160,160,160,160,160,161,161,161,161,161,161,161,163,163,163,163,163,163,163,170,170,170,170,170,170,170,173,173
Angola ,-11.2027,17.8739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,3,4,6,6,6,7,7,7,9,13,15,16,18,18,18,18,18,18,18,18,18,18,23,23,23,23,24,24,24,24,25,26,26,26,26,29,34,34,34,35,35,35,42,42,44,44,44,44,47,47,47,47,49,51,51,57,59,60,68,69,69,70,73,80,83,85,85,85,85,85,85,87,90,91,95,112,117,129,137,139,141,147,154,165,171,175
Gibraltar | United Kingdom ,36.1408,-5.3536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9,9,9,14,14,14,25,34,54,55,64,68,68,80,87,94,97,102,108,112,119,122,126,128,128,128,128,130,130,131,131,131,131,131,131,132,132,135,140,140,140,140,143,143,143,143,143,143,143,143,145,145,145,146,147,146,146,146,146,146,146,146,148,150,150,151,153,153,153,156,157,160,168,169,169,171,172,172,173,174,175,175,175,175,175,175,175,175,175,175,175,175,175,175
Guyana ,5.0,-58.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,6,6,6,18,19,4,4,4,4,7,7,7,11,18,18,22,22,23,30,32,36,36,36,44,44,44,46,54,54,62,62,64,64,65,66,69,72,72,73,73,73,77,81,81,81,81,91,92,92,92,93,93,103,108,112,112,112,115,116,116,123,124,124,126,126,126,134,136,138,138,149,149,151,152,152,152,152,152,152,153,153,153,155,155,157,158,158,158,158,170,170,182,182,182
Yunnan | China ,24.974,101.48700000000001,148,152,153,155,161,167,170,170,171,171,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,175,175,175,175,175,175,175,175,175,175,177,179,179,179,179,181,181,182,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184
Faroe Islands | Denmark ,61.8926,-6.9118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,8,10,17,46,57,71,79,91,114,117,121,131,139,143,154,158,167,168,172,176,178,180,180,182,183,183,183,183,183,183,183,183,183,183,183,183,184,184,184,184,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186
Cayman Islands | United Kingdom ,19.3133,-81.2546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,5,7,7,7,7,7,11,13,21,27,27,34,34,38,44,44,44,44,44,52,52,53,53,59,60,60,60,65,65,65,65,69,69,69,69,69,72,72,73,73,73,74,77,77,79,80,80,80,83,84,85,92,93,93,93,93,110,110,120,128,128,128,133,136,139,139,140,140,140,149,150,155,159,163,163,163,170,175,179,185,186,186,186,186,192,192,192,194,194
Tianjin | China ,39.3054,117.323,94,105,111,118,119,121,123,124,127,129,130,131,134,134,134,134,134,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,136,136,136,136,140,144,144,150,154,160,165,173,173,175,175,179,179,179,179,179,179,181,182,182,182,183,184,184,185,188,188,188,188,188,188,188,189,189,189,189,189,189,189,189,189,189,189,189,189,189,190,190,190,190,190,190,190,190,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,192,192,192,193,194,194,195,195,195,195,195,196,196,196,196
Shanxi | China ,37.5777,112.2922,118,123,125,125,126,127,128,129,130,130,131,131,131,131,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,133,133,133,134,134,134,135,135,135,136,136,136,136,137,137,137,162,165,167,171,171,172,172,185,193,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197
Syria ,34.802075,38.99681500000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,8,9,9,9,15,15,15,18,18,18,18,18,18,24,24,24,28,32,32,37,37,38,38,41,41,41,41,41,42,42,42,42,42,43,43,43,43,43,44,44,46,46,46,46,46,47,47,49,50,57,57,57,57,57,58,69,85,105,120,120,121,121,121,121,122,122,122,123,123,124,140,143,145,151,163,163,169,176,176,176,177,186,186,197
Mongolia ,46.8625,103.8467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,9,9,9,9,9,10,10,11,11,11,11,13,13,13,13,13,14,14,15,15,15,15,15,16,29,29,30,30,30,31,32,33,34,35,36,36,37,37,37,37,37,37,38,38,39,40,40,40,41,41,41,41,41,41,97,97,134,135,139,139,139,139,140,140,140,140,140,147,160,178,178,178,184,184,184,185,190,192,192,193,193,193,196,196,196,196,196,196,200,203,203,205
Tasmania | Australia ,-41.4545,145.9707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,4,4,5,6,6,9,9,9,15,21,27,27,35,46,46,61,65,65,68,68,71,73,79,81,85,88,97,110,121,132,132,143,164,164,168,179,187,194,199,200,204,206,206,206,211,213,217,218,220,220,220,220,220,224,225,226,226,226,226,226,226,226,226,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227
Martinique | France ,14.6415,-61.0242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,8,8,14,15,18,22,31,31,43,52,56,65,65,80,92,92,92,127,134,137,142,144,148,150,151,153,153,154,154,154,156,156,157,157,157,157,162,162,162,163,163,169,174,174,174,174,174,177,178,178,178,180,180,181,182,185,185,185,186,186,188,188,191,191,191,191,191,191,191,196,196,196,196,196,196,196,199,199,199,199,199,199,199,201,201,201,201,201,201,201,201,201,201,201,201,201,220,235,235
Inner Mongolia | China ,44.0935,113.9448,57,57,59,60,64,67,69,71,72,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,76,88,91,93,94,96,106,110,116,116,116,116,117,120,123,125,127,154,188,189,189,189,192,192,192,192,193,193,193,193,196,197,197,198,198,199,200,200,200,200,200,200,200,200,200,200,207,208,208,208,208,208,208,212,215,215,215,215,216,216,226,231,231,231,231,231,231,234,234,234,234,234,234,234,234,234,236,236,236,236,236,236,237,237,237,237,237,237
Comoros ,-11.6455,43.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,7,7,7,10,10,10,10,10,10,10,10,10,10,10,33,33,77,77,86,86,86,86,86,86,105,105,105,131,131,131,131,140,140,140,140,161,161,162,175,175,175,196,196,209,209,246
Guangxi | China ,23.8298,108.7881,209,214,221,221,225,234,236,237,241,243,244,245,248,248,250,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,252,252,252,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253
Newfoundland and Labrador | Canada ,53.1355,-57.6604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,5,8,23,34,34,81,101,119,134,147,151,174,182,194,194,216,225,227,227,231,238,240,241,243,243,246,251,255,256,256,256,256,255,255,255,256,257,257,257,257,257,258,258,258,258,258,258,260,260,260,260,260,260,260,260,259,259,259,259,259,259,259,259,259,259,259,259,259,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260
Burma ,21.9162,95.956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,9,13,14,14,19,19,20,20,21,21,21,22,26,37,40,61,62,73,84,87,97,110,118,120,122,138,143,145,145,145,149,149,150,150,150,154,160,160,160,175,176,177,179,179,179,180,180,181,181,183,190,192,198,198,198,200,200,202,205,205,205,206,223,223,227,231,232,235,235,239,241,243,245,247,259,260,260,260,261,261,261,285,285,286
Suriname ,3.9193,-56.0278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,6,7,7,7,7,7,7,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,11,11,11,13,22,43,53,73,81,89,99,121,127,136,143,167,186,195,207,228,235,260,276,292,302
Manitoba | Canada ,53.7609,-98.8139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,7,14,16,16,17,19,19,20,34,35,38,63,71,95,102,126,166,181,181,202,202,216,216,220,229,242,241,245,245,245,249,249,252,253,253,254,256,261,262,266,270,272,272,274,276,280,281,281,282,283,285,282,283,283,286,288,289,289,288,288,288,288,289,289,289,289,291,291,291,291,291,291,293,293,293,294,294,296,297,297,299,299,299,299,299,299,299,300,302,303,303,303,305,307,310,312
Shaanxi | China ,35.1917,108.8701,212,218,224,228,229,231,235,239,239,241,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,245,245,245,246,247,247,247,248,249,252,252,252,252,252,252,254,254,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,276,278,278,285,285,285,285,305,305,305,305,305,305,305,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,308,308,308,308,308,310,310,310,310,310,310,310,310,312,312,312,313,313,313,315
Isle of Man | United Kingdom ,54.2361,-4.5481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,22,22,24,28,31,41,48,59,67,94,113,125,126,138,149,157,189,200,225,227,241,253,255,283,290,296,297,299,306,306,306,307,307,307,307,308,312,314,315,319,320,324,325,326,328,328,328,329,329,330,331,331,333,334,334,334,334,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335
Mauritius ,-20.2,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11,13,27,35,41,47,80,93,101,106,127,142,160,168,185,195,226,243,267,272,313,317,318,323,323,323,323,323,323,324,327,327,327,328,330,330,330,331,333,333,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,333,333,333,333,333,334,334,334,334,334,334,334,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336
Hebei | China ,39.549,116.1306,217,238,250,264,282,290,299,300,305,305,306,307,308,310,310,310,311,316,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,318,318,318,318,318,318,318,318,320,320,322,324,325,325,326,326,326,326,326,326,326,326,326,326,326,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,330,334,335,337,339,339,343
Vietnam ,16.0,108.0,13,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,17,29,29,30,37,38,46,52,55,60,65,74,84,90,93,112,122,133,140,152,162,173,187,202,211,217,232,236,239,240,244,248,250,254,256,257,261,264,265,266,267,267,267,267,267,267,267,267,269,269,269,269,269,269,269,269,269,270,270,270,270,287,287,287,287,287,287,287,311,313,317,319,323,323,323,323,323,324,324,325,326,326,326,327,327,327,327,327,327,327,327,328,330,331,331,331,331,332,333,333,333,333,334,341,348,348
Montenegro ,42.5,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,13,13,20,26,46,51,68,81,83,84,90,108,122,143,173,200,213,232,240,247,251,254,262,271,273,282,287,302,302,306,307,311,312,314,315,318,319,320,320,320,321,321,321,321,321,322,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,324,325,325,332,336,354,358
Fujian | China ,26.0789,117.9874,260,266,271,278,280,284,286,289,291,292,292,292,292,292,292,293,293,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,298,302,312,312,317,321,327,330,336,337,339,342,344,344,348,349,349,349,350,350,350,350,350,351,351,352,352,352,353,354,354,354,354,354,354,354,354,354,354,354,354,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,356,356,357,357,357,357,357,357,357,357,357,357,358,358,358,358,359,360,360,360,361,361,361,361,361,361,362
